sqft_lot,sqft_basement,how_old,sqft_living15,sqft_lot15,price,large_home_True,renovated_True,bedrooms,bathrooms,floors,waterfront,condition,grade,zipcode
11588,0.0,15,3190,8066,1050000.0,0.0,0.0,4,3.25,2,0,3,11,98059
10400,1800.0,50,2410,10400,768500.0,0.0,0.0,4,1.75,1,0,4,8,98005
7778,1100.0,54,1250,8160,500000.0,0.0,0.0,4,2.0,1,0,3,7,98125
8800,0.0,59,2200,8800,685000.0,0.0,0.0,3,2.5,1,0,4,7,98040
5700,1050.0,64,1720,3850,648475.0,0.0,0.0,4,2.75,1,0,3,8,98109
6600,0.0,21,1870,9900,655000.0,1.0,0.0,6,5.0,2,0,3,7,98033
4000,910.0,90,1530,3740,895000.0,0.0,0.0,4,2.75,2,0,5,8,98115
9554,350.0,53,1310,9845,195000.0,0.0,0.0,3,1.0,1,0,3,7,98001
7350,0.0,26,2570,8336,368000.0,0.0,0.0,4,2.5,2,0,3,9,98023
13609,0.0,14,3880,11614,997000.0,0.0,0.0,4,3.5,2,0,3,11,98059
19991,650.0,38,1750,9775,335000.0,0.0,0.0,3,2.75,1,0,3,7,98072
7258,0.0,31,1410,7750,250000.0,0.0,0.0,3,2.0,1,0,3,7,98001
8980,0.0,30,1770,9085,278500.0,0.0,0.0,3,1.75,1,0,4,8,98022
7300,0.0,42,1580,7650,260000.0,0.0,0.0,4,1.5,2,0,3,7,98001
6141,0.0,95,900,4120,162500.0,0.0,0.0,2,1.0,1,0,2,6,98118
8316,0.0,65,1310,7830,239000.0,0.0,0.0,4,1.0,1,0,3,6,98168
5122,0.0,11,3140,7875,600000.0,0.0,0.0,4,2.5,2,0,3,8,98075
7778,0.0,17,1770,7591,350000.0,0.0,0.0,4,2.25,2,0,3,7,98031
8131,0.0,10,3570,7290,852500.0,0.0,0.0,5,3.75,2,0,3,10,98075
5490,0.0,7,3040,5442,485000.0,0.0,0.0,3,2.5,2,0,3,9,98055
8320,0.0,62,1500,8320,299000.0,0.0,0.0,3,1.0,1,0,3,6,98133
6509,0.0,63,970,5713,227450.0,0.0,0.0,2,1.0,1,0,4,5,98056
5612,600.0,73,1450,5250,383000.0,0.0,0.0,3,1.0,1,0,4,7,98126
392475,1200.0,17,3190,217800,835000.0,0.0,0.0,2,3.25,1,0,3,9,98024
2992,1130.0,84,1200,1209,760000.0,0.0,0.0,5,1.5,1,0,4,8,98112
3000,0.0,91,1490,3000,532500.0,0.0,0.0,2,1.0,1,0,4,7,98103
26359,1660.0,17,2620,26427,635000.0,0.0,0.0,3,2.5,1,0,3,8,98053
3072,720.0,103,1320,3072,438500.0,0.0,0.0,3,2.0,1,0,5,7,98144
9361,200.0,79,1670,6244,545500.0,0.0,0.0,3,2.5,1,0,4,7,98108
9549,0.0,59,2090,9549,675000.0,0.0,0.0,3,1.75,1,0,3,7,98033
4080,420.0,87,1490,4080,450000.0,0.0,0.0,3,1.75,1,0,4,6,98117
10815,0.0,115,1330,10815,199999.0,0.0,0.0,3,1.0,1,0,5,5,98010
16170,0.0,27,1630,9931,375000.0,0.0,0.0,3,1.5,1,0,3,7,98034
43847,0.0,33,2470,37304,600000.0,0.0,0.0,4,2.25,2,0,3,8,98072
7123,0.0,56,1450,8023,292600.0,0.0,0.0,3,1.5,1,0,4,7,98056
8904,1400.0,59,2920,8904,1040000.0,0.0,0.0,5,2.75,1,0,4,8,98040
4959,0.0,70,2240,4959,610000.0,0.0,0.0,3,1.0,1,0,3,8,98105
9451,0.0,22,2510,8850,397450.0,0.0,0.0,4,2.5,2,0,4,8,98042
15528,480.0,52,2170,12000,382000.0,0.0,0.0,3,2.25,1,0,3,8,98155
7667,500.0,49,2180,8103,370000.0,0.0,0.0,3,2.25,1,0,3,8,98177
7667,500.0,49,2180,8103,520000.0,0.0,0.0,3,2.25,1,0,3,8,98177
7906,0.0,67,990,7906,260000.0,0.0,0.0,2,1.0,1,0,4,6,98155
7200,0.0,1,1880,7200,890000.0,0.0,0.0,4,2.5,2,0,3,8,98177
8412,690.0,69,2310,7474,344000.0,0.0,1.0,5,2.0,1,0,3,7,98155
8498,0.0,57,1340,8498,205000.0,0.0,0.0,3,1.0,1,0,3,7,98031
8550,0.0,52,1810,8550,379000.0,0.0,1.0,5,2.5,1,0,3,8,98003
12094,0.0,33,2230,12204,424240.0,0.0,0.0,3,2.0,2,0,4,8,98052
12094,0.0,33,2230,12204,589950.0,0.0,0.0,3,2.0,2,0,4,8,98052
4650,930.0,64,2070,6487,582000.0,0.0,0.0,4,1.75,1,0,3,7,98117
7709,0.0,26,2410,9250,349000.0,0.0,0.0,3,2.5,2,0,3,9,98023
12005,0.0,49,1930,8000,658000.0,0.0,0.0,3,1.0,1,0,4,7,98033
5000,730.0,100,1400,5000,294000.0,0.0,0.0,5,2.75,1,0,4,7,98106
7598,860.0,22,2430,7728,690000.0,0.0,0.0,5,3.5,2,0,3,8,98115
5000,0.0,103,1440,4400,600000.0,0.0,0.0,3,1.0,1,0,3,7,98107
5200,0.0,46,870,5200,199990.0,0.0,1.0,3,1.0,1,0,3,6,98042
8850,0.0,56,1400,8800,220000.0,0.0,0.0,3,1.75,1,0,3,7,98188
15750,620.0,39,1960,10500,440000.0,0.0,0.0,4,2.25,1,0,3,8,98034
1994,0.0,1,1540,1689,439990.0,0.0,0.0,4,2.5,2,0,3,8,98029
7208,0.0,9,3280,7221,815000.0,0.0,0.0,4,2.5,2,0,3,10,98075
3766,0.0,20,1860,4169,535000.0,0.0,0.0,4,2.25,2,0,3,8,98029
10016,0.0,40,1670,9764,215000.0,0.0,0.0,3,1.75,1,0,4,7,98003
35012,1100.0,50,2690,35100,605000.0,0.0,0.0,3,2.5,1,0,3,8,98027
7278,0.0,25,2190,8580,349900.0,0.0,0.0,3,2.5,2,0,3,8,98058
5510,500.0,75,1770,6380,495000.0,0.0,0.0,3,1.0,1,0,4,7,98115
4900,0.0,18,1840,7382,515100.0,0.0,0.0,3,2.5,2,0,3,8,98034
55387,0.0,21,2730,38827,620000.0,0.0,0.0,4,2.5,2,0,3,9,98053
10370,0.0,35,2848,12682,657500.0,0.0,0.0,4,2.25,2,0,3,9,98074
8250,1000.0,52,2570,8250,250000.0,0.0,0.0,5,1.75,1,0,3,7,98055
8250,1000.0,52,2570,8250,385000.0,0.0,0.0,5,1.75,1,0,3,7,98055
7500,0.0,39,1480,10000,307000.0,0.0,0.0,3,1.5,1,0,3,7,98019
9253,280.0,21,1470,9253,288000.0,0.0,0.0,3,2.5,1,0,3,7,98042
7200,0.0,71,860,7200,226450.0,0.0,0.0,3,1.75,1,0,4,6,98032
6991,530.0,48,1860,7342,390000.0,0.0,0.0,3,2.5,1,0,3,7,98125
10236,0.0,44,1380,11325,350000.0,0.0,0.0,3,1.0,1,0,4,6,98045
7884,500.0,46,1820,9000,368000.0,0.0,0.0,3,1.5,1,0,3,7,98125
4284,390.0,94,2050,4160,469000.0,0.0,0.0,2,1.0,1,0,3,6,98105
150270,0.0,30,3080,81054,865000.0,0.0,0.0,3,2.25,2,0,3,9,98072
15916,0.0,48,2470,11662,515000.0,0.0,0.0,5,2.5,1,0,5,8,98058
8560,0.0,36,1460,7560,410000.0,0.0,0.0,3,1.75,1,0,4,7,98034
43560,0.0,47,1400,54450,210000.0,0.0,0.0,4,1.0,1,0,3,5,98042
7700,700.0,46,1420,7674,460000.0,0.0,0.0,3,1.75,1,0,3,7,98034
9654,670.0,36,2500,8839,241500.0,0.0,0.0,4,2.5,1,0,3,8,98023
19000,0.0,40,1950,19626,322200.0,0.0,0.0,4,2.25,2,0,4,8,98042
6000,0.0,72,1470,6000,279000.0,0.0,0.0,4,1.0,1,0,3,7,98178
27007,0.0,72,1746,91476,303000.0,0.0,0.0,2,1.0,1,0,4,6,98070
6615,250.0,65,1530,5250,420000.0,0.0,0.0,3,1.5,1,0,4,6,98199
18335,740.0,54,2050,18333,249000.0,0.0,0.0,3,1.75,1,0,3,7,98188
8840,0.0,63,1250,8840,294950.0,0.0,0.0,3,1.0,1,0,3,6,98125
3997,900.0,11,1860,4000,1320000.0,0.0,0.0,4,3.5,2,0,3,10,98103
4800,0.0,62,1490,4800,335000.0,0.0,0.0,3,1.75,1,0,3,7,98117
8051,960.0,80,2760,5499,1160000.0,0.0,0.0,4,2.25,1,0,4,10,98199
3708,0.0,89,1430,3708,520000.0,0.0,0.0,2,1.0,1,0,3,7,98117
8800,0.0,50,2180,8436,560000.0,0.0,0.0,4,1.75,1,0,4,8,98007
7464,0.0,56,1370,7860,243400.0,0.0,0.0,4,1.5,2,0,4,7,98032
14404,0.0,27,1350,9990,405000.0,0.0,0.0,3,2.0,1,0,3,7,98053
14695,0.0,85,1800,11355,495000.0,0.0,0.0,2,1.0,1,0,5,7,98033
7095,0.0,23,1600,7182,350000.0,0.0,0.0,4,2.5,2,0,3,8,98038
7601,1010.0,23,2400,7776,368500.0,0.0,0.0,5,2.75,1,0,3,7,98188
8236,0.0,67,1260,8236,99000.0,0.0,0.0,2,1.0,1,0,2,6,98058
12320,0.0,14,3690,11227,1070000.0,0.0,0.0,4,3.75,2,0,3,11,98059
7724,0.0,32,1940,7724,430000.0,0.0,0.0,4,1.75,1,0,3,8,98155
8475,0.0,52,1490,8540,412500.0,0.0,0.0,3,1.5,1,0,4,7,98052
62365,0.0,27,3300,31866,1120000.0,0.0,0.0,4,3.25,2,0,3,11,98052
35062,0.0,27,2880,9705,915000.0,0.0,0.0,4,2.5,2,0,4,11,98052
7620,0.0,21,1920,7440,535000.0,0.0,0.0,3,2.5,2,0,3,8,98052
8676,520.0,36,1400,8499,390000.0,0.0,0.0,3,1.5,1,0,4,8,98133
3135,480.0,71,1540,3025,499000.0,0.0,0.0,3,1.5,1,0,4,7,98107
7955,700.0,52,1850,8219,375000.0,0.0,0.0,3,1.0,1,0,4,7,98177
7620,0.0,20,1800,6879,349000.0,0.0,0.0,4,2.5,2,0,3,8,98055
7482,700.0,51,2340,9310,635000.0,0.0,0.0,3,2.25,1,0,4,7,98004
8009,0.0,14,2820,7398,682000.0,0.0,0.0,4,2.75,2,0,3,9,98075
16770,900.0,49,2320,13850,321027.0,0.0,0.0,4,2.25,1,0,4,8,98023
4120,0.0,100,940,6180,150000.0,0.0,0.0,2,1.0,1,0,5,5,98002
17583,530.0,46,1420,11680,410000.0,0.0,0.0,3,1.75,1,0,3,7,98034
4080,0.0,92,1900,4080,449950.0,0.0,1.0,3,2.0,2,0,3,7,98115
7144,500.0,102,1300,6232,194990.0,1.0,0.0,6,2.5,1,0,3,6,98118
8775,700.0,59,2210,8778,475000.0,0.0,0.0,4,1.75,1,0,3,7,98028
3000,0.0,107,1610,3000,530000.0,0.0,0.0,5,1.75,2,0,4,7,98105
7643,0.0,4,2634,6824,319950.0,0.0,0.0,4,2.5,2,0,3,8,98092
9435,500.0,37,1690,7215,210000.0,0.0,0.0,3,2.25,1,0,4,7,98023
3330,0.0,90,1370,5000,485000.0,0.0,0.0,3,2.75,1,0,4,7,98107
10240,0.0,17,3490,10240,774000.0,0.0,0.0,4,2.75,2,0,4,9,98075
8208,480.0,57,1620,8496,478000.0,0.0,0.0,4,2.0,1,0,4,7,98008
5280,0.0,91,1590,5280,385000.0,0.0,0.0,4,2.5,2,0,4,7,98146
43017,0.0,26,2750,40334,595000.0,0.0,0.0,4,2.5,2,0,3,9,98077
7117,310.0,55,2230,14775,285000.0,0.0,0.0,3,1.5,1,0,3,7,98028
4004,0.0,11,2260,4459,723000.0,0.0,0.0,4,2.5,2,0,3,9,98029
16000,540.0,55,1860,9775,279000.0,0.0,0.0,3,1.5,1,0,2,7,98198
7560,0.0,57,1150,7560,195000.0,0.0,0.0,3,1.5,1,0,5,6,98058
2192,990.0,90,1150,2152,625000.0,0.0,0.0,2,1.0,1,0,5,8,98119
9314,0.0,36,2100,9658,270000.0,0.0,0.0,3,1.75,2,0,3,8,98011
5520,0.0,9,1640,4533,559000.0,0.0,0.0,2,2.0,1,0,3,8,98053
14834,630.0,39,1540,15000,474000.0,0.0,0.0,4,2.25,1,0,4,8,98072
7345,0.0,23,1860,7364,303500.0,0.0,0.0,4,2.5,2,0,3,8,98038
8645,0.0,66,1470,7680,350000.0,0.0,0.0,3,1.75,1,0,3,6,98155
10064,1300.0,75,1590,7800,367500.0,0.0,0.0,5,3.0,1,0,3,7,98155
10064,1300.0,75,1590,7800,595000.0,0.0,0.0,5,3.0,1,0,3,7,98155
118483,0.0,34,2660,91476,589000.0,0.0,0.0,3,2.0,1,0,3,8,98024
87213,0.0,41,3270,39586,585000.0,0.0,0.0,3,1.75,1,0,4,7,98077
8801,760.0,39,2820,8801,482975.0,0.0,0.0,3,2.25,1,0,3,8,98155
4499,0.0,12,2030,4539,365500.0,0.0,0.0,4,2.5,2,0,3,8,98058
7800,0.0,43,2150,7838,570000.0,0.0,0.0,4,2.0,1,0,5,8,98008
8040,0.0,25,2390,8040,335000.0,0.0,0.0,3,2.5,2,0,3,8,98092
4815,900.0,101,1640,4013,767500.0,0.0,0.0,4,2.0,1,0,4,7,98103
1613,540.0,1,1690,1662,386591.0,0.0,0.0,3,2.5,2,0,3,8,98029
5750,0.0,102,1010,5700,279000.0,0.0,0.0,3,1.0,1,0,3,7,98108
32780,0.0,17,2840,36555,620000.0,0.0,0.0,4,2.5,2,0,3,9,98014
23400,1100.0,57,1860,14900,407000.0,0.0,0.0,4,2.25,1,0,3,7,98198
213879,0.0,21,2380,178160,364250.0,0.0,0.0,3,2.5,2,0,3,8,98038
9292,330.0,36,2590,7533,399000.0,0.0,0.0,4,2.5,2,0,3,8,98058
30007,0.0,23,3360,34983,766950.0,0.0,0.0,3,2.5,1,0,4,10,98077
4232,0.0,11,2410,4000,710000.0,0.0,0.0,4,2.75,2,0,3,9,98029
4120,0.0,86,1360,4635,320000.0,0.0,0.0,3,1.0,1,0,3,6,98118
3253,0.0,14,1800,3081,300000.0,0.0,0.0,3,2.5,2,0,3,7,98108
9187,400.0,22,1620,6397,263000.0,0.0,0.0,3,1.75,1,0,3,8,98038
4408,0.0,19,1730,4408,445000.0,0.0,0.0,3,2.5,2,0,3,8,98029
9001,0.0,58,2040,8700,554000.0,0.0,0.0,3,2.0,1,0,4,7,98008
5100,60.0,109,1900,5100,335000.0,0.0,0.0,2,1.75,1,0,3,6,98117
6964,1260.0,28,1930,6949,307000.0,0.0,0.0,4,2.75,1,0,4,7,98031
8160,450.0,68,1340,8160,404000.0,0.0,0.0,3,1.0,1,0,3,7,98125
5250,0.0,12,2980,5509,775000.0,0.0,0.0,4,3.5,2,0,3,9,98075
9126,0.0,59,1300,9126,220000.0,0.0,0.0,3,1.0,1,0,5,7,98022
9750,0.0,32,2840,10535,518000.0,0.0,0.0,4,2.5,2,0,3,8,98028
9486,0.0,10,2410,9486,1600000.0,0.0,0.0,4,3.5,2,0,3,10,98033
2550,840.0,36,1580,5100,315000.0,0.0,0.0,1,2.25,2,0,4,7,98133
11349,0.0,24,2110,9964,572650.0,0.0,0.0,4,2.5,2,0,3,8,98034
9205,770.0,94,2460,5469,350000.0,0.0,0.0,2,1.0,1,0,5,6,98034
5850,0.0,115,1640,5476,285000.0,0.0,0.0,2,1.0,1,0,4,6,98108
7247,0.0,20,1720,8085,231000.0,0.0,0.0,3,2.5,2,0,3,7,98032
5200,0.0,46,920,5200,179000.0,0.0,0.0,3,1.0,1,0,4,6,98042
9625,0.0,52,1890,9625,244000.0,0.0,0.0,3,1.5,1,0,3,7,98030
11662,0.0,72,1700,11662,185850.0,0.0,1.0,3,1.5,1,0,3,7,98188
12033,400.0,45,2210,8577,610000.0,1.0,0.0,6,2.5,2,0,3,8,98011
9155,0.0,10,3010,5762,419000.0,0.0,0.0,4,2.5,2,0,3,9,98038
6400,900.0,58,2540,7680,779000.0,0.0,0.0,3,1.75,1,0,4,8,98199
14134,1420.0,11,1970,11470,695000.0,0.0,0.0,5,3.0,1,0,3,7,98052
7580,0.0,17,1960,7820,319900.0,0.0,0.0,3,2.5,2,0,3,8,98092
7700,600.0,37,2040,8000,329000.0,0.0,0.0,3,2.75,1,0,4,8,98023
4512,0.0,27,2000,4553,475226.0,0.0,0.0,3,2.5,2,0,3,8,98011
5000,0.0,12,2170,5000,638000.0,0.0,0.0,3,2.5,2,0,3,9,98029
15873,430.0,31,1610,12043,440000.0,0.0,0.0,2,1.5,1,0,3,7,98074
5080,780.0,73,1580,7114,214000.0,0.0,0.0,3,2.0,1,0,4,6,98146
14217,1370.0,26,3990,14674,600000.0,0.0,0.0,3,2.75,2,0,4,10,98023
4500,730.0,110,2590,4100,935000.0,0.0,0.0,4,2.0,2,0,4,9,98102
10210,260.0,74,2730,6600,630000.0,0.0,0.0,4,1.75,1,0,3,8,98125
4780,0.0,11,1690,2650,575000.0,0.0,0.0,3,2.5,2,0,3,7,98053
20466,0.0,28,1660,93393,345000.0,0.0,0.0,3,2.5,1,0,4,8,98010
9690,0.0,48,2280,9618,323000.0,0.0,0.0,4,1.75,1,0,4,7,98011
13218,0.0,27,1960,13130,425000.0,0.0,0.0,3,2.5,1,0,4,10,98042
108900,900.0,43,2050,108900,411000.0,0.0,0.0,2,2.25,1,0,4,7,98038
9000,0.0,39,1520,8500,299800.0,0.0,0.0,4,1.5,1,0,4,6,98014
5000,140.0,107,2020,5000,823000.0,1.0,0.0,6,1.75,2,0,4,9,98122
8108,0.0,60,1110,8108,200000.0,0.0,0.0,3,1.0,1,0,3,7,98155
13300,820.0,28,3150,15500,760000.0,0.0,0.0,4,1.75,1,0,4,9,98006
3899,0.0,16,1820,3899,359950.0,0.0,0.0,4,2.5,2,0,3,7,98019
8325,620.0,32,1700,8025,375000.0,0.0,0.0,4,2.5,1,0,4,7,98056
89298,1100.0,42,2590,89298,295000.0,0.0,0.0,2,1.75,1,0,3,7,98027
7882,680.0,29,1550,7508,250000.0,0.0,0.0,4,3.0,2,0,3,8,98198
1387,0.0,15,1450,1429,497000.0,0.0,0.0,3,2.25,3,0,3,8,98115
8798,0.0,28,2180,8632,520000.0,0.0,0.0,4,2.5,2,0,4,8,98028
6781,620.0,16,2280,5942,365000.0,0.0,0.0,4,3.5,2,0,3,8,98055
8000,790.0,39,1930,9000,459900.0,0.0,0.0,3,2.25,1,0,3,8,98034
6090,150.0,75,1840,6090,158000.0,0.0,0.0,3,2.0,1,0,3,7,98118
9600,0.0,48,1710,7703,294700.0,0.0,0.0,3,2.0,1,0,4,7,98003
15075,0.0,30,1650,25542,439950.0,0.0,0.0,4,2.25,2,0,3,7,98059
40946,740.0,55,2790,20076,899000.0,0.0,0.0,4,2.25,1,0,4,8,98008
12141,940.0,32,1850,12141,535000.0,0.0,0.0,3,1.75,1,0,3,7,98072
10800,0.0,8,1830,9768,530000.0,0.0,0.0,4,4.5,2,0,3,10,98188
7000,0.0,48,1640,7000,215000.0,0.0,0.0,4,2.0,1,0,4,8,98032
5400,0.0,89,1540,7245,290000.0,0.0,0.0,2,1.0,1,0,3,6,98125
5934,0.0,9,3100,5934,798000.0,0.0,0.0,5,2.75,2,0,3,9,98052
9578,0.0,22,3120,8784,785000.0,0.0,0.0,4,2.5,2,0,3,9,98027
8565,430.0,44,2910,9570,433000.0,0.0,0.0,3,1.75,1,0,3,8,98028
6835,140.0,93,1150,6561,425000.0,0.0,0.0,2,1.0,1,0,3,7,98118
7540,700.0,53,1960,7250,654000.0,0.0,0.0,4,2.5,1,0,3,8,98115
5065,0.0,32,1070,4491,215000.0,0.0,0.0,3,1.5,2,0,4,6,98002
6540,0.0,45,1010,6600,232000.0,0.0,1.0,3,1.0,1,0,3,6,98042
10500,0.0,56,2250,10400,675000.0,0.0,0.0,3,1.75,1,0,4,8,98005
8000,780.0,43,1750,8419,665000.0,0.0,0.0,5,2.75,1,0,4,7,98052
29163,0.0,17,2780,40669,835000.0,0.0,0.0,4,2.5,2,0,3,10,98053
7560,0.0,35,1470,1815,525000.0,1.0,0.0,6,3.0,2,0,3,7,98144
3094,900.0,76,2400,7530,780000.0,0.0,0.0,3,2.75,2,0,5,7,98125
67518,0.0,27,3200,65775,844000.0,0.0,0.0,4,3.25,2,0,3,10,98053
54048,0.0,30,2580,37721,680000.0,0.0,0.0,4,2.75,2,0,3,8,98072
8100,0.0,50,1330,8100,290000.0,0.0,0.0,3,1.5,1,0,3,7,98034
15783,430.0,56,1790,7494,560000.0,0.0,0.0,2,1.0,1,0,4,8,98117
6536,0.0,26,2710,6954,605500.0,0.0,0.0,3,2.5,2,0,3,9,98072
5979,0.0,10,3150,6595,762500.0,0.0,0.0,4,2.5,2,0,3,9,98052
5500,1020.0,1,2040,5115,1740000.0,0.0,0.0,5,3.25,2,0,3,9,98033
8346,1420.0,54,2250,8346,665000.0,1.0,0.0,6,2.75,1,0,5,8,98118
4400,840.0,96,1940,4400,540000.0,0.0,0.0,5,1.0,1,0,3,7,98122
6180,600.0,54,1940,6180,375000.0,0.0,0.0,3,2.5,1,0,3,7,98155
6826,540.0,71,1300,6826,342000.0,0.0,0.0,3,1.0,1,0,3,6,98125
23522,0.0,47,1880,20270,340000.0,0.0,0.0,3,1.0,1,0,4,6,98024
12719,1390.0,41,3600,15909,1250000.0,0.0,0.0,5,3.25,2,0,4,10,98040
13063,0.0,16,3350,14213,693000.0,0.0,0.0,4,2.5,2,0,3,10,98075
12462,0.0,53,2310,14810,638500.0,0.0,0.0,4,1.75,1,0,4,8,98166
18265,0.0,52,1990,18265,805000.0,0.0,0.0,5,3.0,2,0,4,8,98027
8062,0.0,55,1420,8790,250000.0,0.0,0.0,3,1.0,1,0,4,7,98198
4698,0.0,17,2070,4698,325000.0,0.0,0.0,3,2.5,2,0,3,7,98038
4290,0.0,21,1250,6000,270000.0,0.0,0.0,4,1.75,2,0,3,7,98108
3680,880.0,93,1960,3680,880000.0,1.0,0.0,6,2.5,2,0,5,8,98126
6350,680.0,91,1590,6350,300000.0,0.0,0.0,2,1.75,1,0,4,6,98103
8750,0.0,67,1100,8408,290000.0,0.0,0.0,2,1.0,1,0,3,6,98155
17208,2170.0,39,4050,18647,2850000.0,0.0,0.0,4,4.0,1,0,5,10,98006
5825,200.0,73,1150,5926,259950.0,0.0,0.0,3,1.0,1,0,5,5,98056
13402,0.0,11,5790,13539,1780000.0,0.0,0.0,4,3.25,2,0,3,13,98059
5250,0.0,61,1180,5940,299950.0,0.0,0.0,3,1.0,1,0,5,7,98056
43560,770.0,38,2100,43560,483000.0,0.0,0.0,3,2.25,1,0,4,8,98077
8640,0.0,49,2030,9000,890000.0,0.0,0.0,3,2.25,1,0,4,8,98033
4500,0.0,87,2140,7200,719000.0,0.0,0.0,3,2.5,1,0,4,8,98116
100681,1450.0,38,2440,43705,785000.0,0.0,0.0,4,3.0,1,0,5,8,98058
3995,0.0,9,2330,3740,660000.0,0.0,0.0,3,2.5,2,0,3,9,98029
8118,740.0,35,1810,8050,264000.0,0.0,0.0,4,1.75,1,0,4,7,98031
11141,0.0,47,2720,11144,575000.0,0.0,0.0,3,1.75,1,0,4,8,98006
53574,0.0,21,3140,54014,1220000.0,0.0,0.0,4,3.75,1,0,3,10,98072
98881,0.0,24,1830,74923,475000.0,0.0,0.0,3,2.5,2,0,3,9,98022
12750,0.0,25,3120,14351,845800.0,0.0,0.0,4,3.5,2,0,3,10,98033
8182,0.0,53,1610,8183,352500.0,0.0,0.0,3,1.75,1,0,3,7,98155
8400,0.0,60,1390,8400,347000.0,0.0,0.0,3,1.0,1,0,3,7,98011
6192,0.0,23,2040,5441,560000.0,0.0,0.0,4,2.75,2,0,3,8,98029
50094,900.0,38,2230,40770,323000.0,0.0,0.0,4,2.75,1,0,4,7,98092
22081,0.0,93,2010,12360,595000.0,0.0,0.0,3,1.75,1,0,4,7,98166
6400,890.0,38,1890,8736,257500.0,0.0,0.0,4,2.0,1,0,3,7,98002
4600,0.0,98,1200,5175,450000.0,0.0,0.0,3,1.0,1,0,3,7,98116
7208,240.0,45,1300,7991,410000.0,0.0,0.0,4,1.0,1,0,3,7,98072
13503,660.0,63,2450,10890,810000.0,0.0,0.0,3,1.75,1,0,4,9,98008
10090,1180.0,11,2290,9900,372500.0,0.0,0.0,5,3.0,1,0,3,7,98178
9083,0.0,64,1440,9071,325000.0,0.0,0.0,3,1.0,1,0,3,7,98155
7660,0.0,68,1990,7861,280000.0,0.0,0.0,3,1.0,1,0,3,6,98133
19978,800.0,67,2150,11588,258000.0,0.0,0.0,3,2.0,1,0,3,6,98198
5900,0.0,66,1050,5900,329950.0,0.0,0.0,4,1.0,1,0,4,7,98155
12987,420.0,35,2730,13685,836000.0,0.0,0.0,4,2.5,1,0,4,9,98007
7040,0.0,16,2180,6910,365000.0,0.0,0.0,5,2.5,2,0,3,8,98038
6000,0.0,107,940,6000,111300.0,0.0,0.0,2,1.0,1,0,4,5,98002
105850,0.0,31,2830,88256,864000.0,0.0,0.0,4,2.5,2,0,4,10,98053
8613,0.0,53,2010,8670,725000.0,0.0,0.0,3,1.75,1,0,5,7,98033
6605,680.0,25,2730,5962,550000.0,0.0,0.0,4,2.5,2,0,3,8,98011
7500,0.0,64,1560,7794,130000.0,0.0,0.0,2,1.0,1,0,3,7,98198
4000,670.0,75,2070,4000,765000.0,0.0,0.0,2,1.75,1,0,3,7,98112
7480,0.0,52,1720,7700,255000.0,0.0,0.0,3,1.5,1,0,4,7,98058
40003,0.0,38,2700,46769,439500.0,0.0,0.0,3,2.5,1,0,4,8,98027
5546,0.0,28,1640,4791,268000.0,0.0,0.0,3,1.75,1,0,4,7,98055
8534,0.0,62,2100,10443,985000.0,0.0,0.0,3,1.75,1,0,4,7,98004
8469,0.0,21,2920,10697,751305.0,0.0,0.0,4,2.5,2,0,3,10,98006
7553,0.0,101,1380,7470,280000.0,0.0,0.0,3,1.0,1,0,3,6,98118
8750,700.0,48,1810,8750,304000.0,0.0,0.0,4,2.0,1,0,2,7,98058
13235,480.0,27,1750,7542,200000.0,0.0,0.0,4,2.75,2,0,3,8,98003
41325,700.0,42,1780,42000,325000.0,0.0,0.0,3,1.5,1,0,4,7,98092
11603,930.0,27,2850,11250,736000.0,0.0,0.0,3,2.25,2,0,3,8,98052
6515,0.0,17,2900,6710,426500.0,0.0,0.0,4,2.5,2,0,3,9,98058
4400,880.0,85,1330,4180,640000.0,0.0,0.0,2,1.75,1,0,4,7,98103
6120,0.0,74,1130,6120,230000.0,0.0,1.0,5,2.0,1,0,3,6,98146
5043,0.0,104,1560,5765,366350.0,0.0,0.0,4,1.0,1,0,4,6,98118
8336,480.0,69,1610,7847,365000.0,0.0,0.0,2,1.0,1,0,4,6,98166
8322,0.0,36,2240,6448,482000.0,0.0,0.0,4,2.25,2,0,3,8,98034
7991,0.0,53,1730,7700,345000.0,0.0,0.0,4,1.0,1,0,3,7,98058
5120,0.0,112,2120,5120,682000.0,0.0,0.0,3,1.75,1,0,5,8,98122
6002,0.0,73,1150,6054,657500.0,0.0,0.0,3,1.75,1,0,4,6,98033
6533,0.0,90,3140,6234,895000.0,1.0,0.0,6,2.5,2,0,3,8,98144
5665,740.0,97,1530,5665,425000.0,0.0,0.0,3,1.5,1,0,5,7,98118
8750,450.0,39,2120,10240,532500.0,0.0,0.0,4,2.5,2,0,3,8,98008
9436,0.0,20,2660,10252,540000.0,0.0,0.0,4,2.5,2,0,3,9,98011
9580,0.0,31,2060,9995,578000.0,0.0,0.0,3,2.25,2,0,3,8,98006
6041,990.0,100,3420,6360,1090000.0,0.0,0.0,3,3.0,2,0,3,8,98118
9750,0.0,47,1160,10565,322500.0,0.0,0.0,3,1.0,1,0,3,7,98077
10560,0.0,60,1190,9375,140000.0,0.0,0.0,3,1.0,1,0,3,7,98003
51836,720.0,39,1650,51836,485000.0,0.0,0.0,3,2.5,1,0,4,8,98042
